,comparison,ratio,p-value,Log fold change (base 2),-Log p-value (base 10)
225,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dm6,2.4,0.33032342463579734,1.2630344058337937,1.1076830298272715
226,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dp1l,2.3333333333333335,0.41079154626827624,1.222392421336448,0.8896693798437718
227,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' dp1m,1.4,0.009501228669388273,0.48542682717024166,4.656334155118695
228,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' v,0.0,1.0,-inf,0.0
229,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va1d,0.0,0.045083773943084486,-inf,3.0992328767421826
230,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va1v,0.0,0.0747617833008856,-inf,2.593448443002362
231,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va2,4.0,1.0,2.0,0.0
232,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va3,3.0,0.5487375196646026,1.584962500721156,0.6001350580594002
233,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va4,0.0,1.0,-inf,0.0
234,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va5,14.0,0.3085098538611385,3.807354922057604,1.1760014949437618
235,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va6,5.666666666666667,0.7684368771794596,2.5025003405291835,0.263396857074487
236,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va7l,1.6666666666666667,0.1865405941532174,0.7369655941662062,1.6791064005634928
237,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' va7m,8.0,1.0,3.0,0.0
238,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vc1,1.0,0.08842604260163514,0.0,2.425588753158462
239,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vc2,0.0,1.0,-inf,0.0
240,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vc3l,8.5,0.3750481667064701,3.0874628412503395,0.9807008167094342
241,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vc3m,5.0,1.0,2.321928094887362,0.0
242,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vc4,1.6666666666666667,0.1865405941532174,0.7369655941662062,1.6791064005634928
243,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vc5,7.0,1.0,2.807354922057604,0.0
244,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vl1,2.0,0.47913095475396633,1.0,0.7357813269652945
245,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vl2a,15.0,0.3157800054456303,3.9068905956085187,1.1527094931433814
246,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vl2p,6.5,0.7386335627896774,2.700439718141092,0.30295333650527234
247,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm1,2.0,0.3792481738373745,1.0,0.9695644759598822
248,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm2,1.0,0.1702434976892829,0.0,1.7705255274026812
249,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm3,0.0,1.0,-inf,0.0
250,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm4,5.0,1.0,2.321928094887362,0.0
251,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm5d,5.5,1.0,2.4594316186372973,0.0
252,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm5v,4.333333333333333,1.0,2.1154772174199357,0.0
253,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm7d,3.0,0.6535821053662609,1.584962500721156,0.42528711438173605
254,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' vm7v,2.0,0.3303719455036449,1.0,1.107536151643686
255,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle d,8.0,1.0,3.0,0.0
256,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle da1,15.0,0.3157800054456303,3.9068905956085187,1.1527094931433814
257,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle da2,0.0,1.0,-inf,0.0
258,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle da3,0.25,0.005279999856872426,-2.0,5.243829208371462
259,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle da4l,1.25,0.0729579338235068,0.32192809488736235,2.6178722529220657
260,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle da4m,0.14285714285714285,4.187558933773303e-05,-2.807354922057604,10.080807494181169
261,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dc1,34.0,0.003631954098618016,5.087462841250339,5.617984456368651
262,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dc2,9.0,0.37230847370600856,3.169925001442312,0.9880325379380684
263,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dc3,0.0,0.0028651361313041905,-inf,5.855139414654829
264,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dc4,4.5,1.0,2.169925001442312,0.0
265,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dl1,6.333333333333333,0.5752479088047335,2.662965012722429,0.5529541853540456
266,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dl2d,1.6666666666666667,0.1865405941532174,0.7369655941662062,1.6791064005634928
267,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dl2v,7.0,1.0,2.807354922057604,0.0
268,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dl3,4.5,1.0,2.169925001442312,0.0
269,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dl4,3.0,0.5820934404421351,1.584962500721156,0.5411242935497046
270,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dl5,7.666666666666667,0.4198725894157353,2.9385994553358565,0.8678039722611944
271,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dm1,3.5,0.6872904334369349,1.8073549220576042,0.3749983200014486
272,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dm2,8.0,1.0,3.0,0.0
273,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dm3,2.5,0.6227894036210367,1.3219280948873624,0.47354685326299417
274,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dm4,2.5,0.6227894036210367,1.3219280948873624,0.47354685326299417
275,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dm5,4.5,1.0,2.169925001442312,0.0
276,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dm6,6.0,1.0,2.584962500721156,0.0
277,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dp1l,3.5,0.6872904334369349,1.8073549220576042,0.3749983200014486
278,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle dp1m,4.666666666666667,1.0,2.222392421336448,0.0
279,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle v,0.5,0.09691050428544613,-1.0,2.333967362602059
280,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va1d,0.0,0.045083773943084486,-inf,3.0992328767421826
281,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va1v,0.0,0.0747617833008856,-inf,2.593448443002362
282,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va2,4.0,1.0,2.0,0.0
283,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va3,0.0,0.045083773943084486,-inf,3.0992328767421826
284,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va4,1.3333333333333333,0.13423828457124626,0.41503749927884376,2.0081388151645703
285,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va5,3.5,0.7554555634626048,1.8073549220576042,0.2804343163881608
286,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va6,0.0,0.046358912133145275,-inf,3.0713417264212564
287,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va7l,2.5,0.6227894036210367,1.3219280948873624,0.47354685326299417
288,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle va7m,1.6,0.13530165807586206,0.6780719051126377,2.000248489069974
289,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vc1,1.5,0.2497233112030274,0.5849625007211562,1.38740172921357
290,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vc2,0.6666666666666666,0.05102377741872483,-0.5849625007211563,2.9754635310098383
291,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vc3l,17.0,0.20417002621037894,4.087462841250339,1.5888021704587667
292,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vc3m,10.0,0.6937790522879763,3.321928094887362,0.3656017376264593
293,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vc4,2.5,0.6227894036210367,1.3219280948873624,0.47354685326299417
294,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vc5,2.3333333333333335,0.41079154626827624,1.222392421336448,0.8896693798437718
295,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vl1,0.6666666666666666,0.05102377741872483,-0.5849625007211563,2.9754635310098383
296,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vl2a,0.0,0.045083773943084486,-inf,3.0992328767421826
297,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vl2p,6.5,0.7386335627896774,2.700439718141092,0.30295333650527234
298,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm1,6.0,1.0,2.584962500721156,0.0
299,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm2,0.6666666666666666,0.05102377741872483,-0.5849625007211563,2.9754635310098383
300,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm3,0.6666666666666666,0.05102377741872483,-0.5849625007211563,2.9754635310098383
301,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm4,1.6666666666666667,0.1865405941532174,0.7369655941662062,1.6791064005634928
302,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm5d,5.5,1.0,2.4594316186372973,0.0
303,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm5v,3.25,0.7464696786554489,1.7004397181410922,0.29240028083794106
304,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm7d,2.0,0.3792481738373745,1.0,0.9695644759598822
305,Orco -/- alpha/beta vs. Orco +/+ alpha'/beta' shuffle vm7v,0.6666666666666666,0.004177434648828957,-0.5849625007211563,5.478057941224758
306,Orco -/- alpha/beta vs. Orco +/+ gamma d,1.1428571428571428,0.26087142611131187,0.19264507794239583,1.343727613299842
307,Orco -/- alpha/beta vs. Orco +/+ gamma da1,1.1538461538461537,0.1296432532434806,0.20645087746742624,2.0429688065814986
308,Orco -/- alpha/beta vs. Orco +/+ gamma da2,0.0,1.0,-inf,0.0
309,Orco -/- alpha/beta vs. Orco +/+ gamma da3,1.0,0.5502392344496685,0.0,0.5974021236017286
310,Orco -/- alpha/beta vs. Orco +/+ gamma da4l,2.5,1.0,1.3219280948873624,0.0
311,Orco -/- alpha/beta vs. Orco +/+ gamma da4m,0.5,0.25184026499811574,-1.0,1.378960261505734
312,Orco -/- alpha/beta vs. Orco +/+ gamma dc1,3.7777777777777777,0.06999201824492435,1.917537839808027,2.65937406850664
313,Orco -/- alpha/beta vs. Orco +/+ gamma dc2,3.0,0.4910996703018528,1.584962500721156,0.7111081772834212
314,Orco -/- alpha/beta vs. Orco +/+ gamma dc3,2.8,0.44574939981273065,1.4854268271702418,0.8079983687059056
315,Orco -/- alpha/beta vs. Orco +/+ gamma dc4,4.5,0.3465261319645413,2.169925001442312,1.0597970462708093
316,Orco -/- alpha/beta vs. Orco +/+ gamma dl1,1.9,0.8340410856044904,0.925999418556223,0.18147261452205082
317,Orco -/- alpha/beta vs. Orco +/+ gamma dl2d,0.8333333333333334,0.18330084503195493,-0.2630344058337938,1.696626514043695
318,Orco -/- alpha/beta vs. Orco +/+ gamma dl2v,1.75,0.7533211829063328,0.8073549220576041,0.283263604399386
319,Orco -/- alpha/beta vs. Orco +/+ gamma dl3,0.0,0.03188698506632141,-inf,3.445557344093943
320,Orco -/- alpha/beta vs. Orco +/+ gamma dl4,0.0,0.5524015458225333,-inf,0.5934800590755835
321,Orco -/- alpha/beta vs. Orco +/+ gamma dl5,7.666666666666667,0.013569132601806986,2.9385994553358565,4.299957727457862
322,Orco -/- alpha/beta vs. Orco +/+ gamma dm1,1.0,0.2365634602034938,0.0,1.441538776374221
323,Orco -/- alpha/beta vs. Orco +/+ gamma dm2,4.0,0.5031465405742079,2.0,0.6868738181621405
324,Orco -/- alpha/beta vs. Orco +/+ gamma dm3,2.5,1.0,1.3219280948873624,0.0
325,Orco -/- alpha/beta vs. Orco +/+ gamma dm4,1.6666666666666667,0.7195406021444666,0.7369655941662062,0.32914232319133896
326,Orco -/- alpha/beta vs. Orco +/+ gamma dm5,1.5,0.5741466473671749,0.5849625007211562,0.5548704320747757
327,Orco -/- alpha/beta vs. Orco +/+ gamma dm6,1.7142857142857142,0.7985990685537943,0.777607578663552,0.224896250702564
328,Orco -/- alpha/beta vs. Orco +/+ gamma dp1l,1.75,0.7533211829063328,0.8073549220576041,0.283263604399386
329,Orco -/- alpha/beta vs. Orco +/+ gamma dp1m,1.4,0.3595531012213772,0.48542682717024166,1.0228934041853992
330,Orco -/- alpha/beta vs. Orco +/+ gamma v,0.0,1.0,-inf,0.0
331,Orco -/- alpha/beta vs. Orco +/+ gamma va1d,1.875,0.8178865054212444,0.9068905956085185,0.20103169843436272
332,Orco -/- alpha/beta vs. Orco +/+ gamma va1v,2.3333333333333335,1.0,1.222392421336448,0.0
333,Orco -/- alpha/beta vs. Orco +/+ gamma va2,0.8888888888888888,0.10278964114834879,-0.16992500144231243,2.2750706980778204
334,Orco -/- alpha/beta vs. Orco +/+ gamma va3,1.6666666666666667,0.6470011470292216,0.7369655941662062,0.43540721164011614
335,Orco -/- alpha/beta vs. Orco +/+ gamma va4,0.8,0.15807052485650266,-0.3219280948873623,1.844713985692812
336,Orco -/- alpha/beta vs. Orco +/+ gamma va5,2.0,1.0,1.0,0.0
337,Orco -/- alpha/beta vs. Orco +/+ gamma va6,3.4,0.34428306398457464,1.765534746362977,1.0662910995524943
338,Orco -/- alpha/beta vs. Orco +/+ gamma va7l,0.7142857142857143,0.06345992534978827,-0.4854268271702417,2.757346669162663
339,Orco -/- alpha/beta vs. Orco +/+ gamma va7m,0.8,0.038566204805669156,-0.3219280948873623,3.2553789091748095
340,Orco -/- alpha/beta vs. Orco +/+ gamma vc1,0.0,0.5524015458225333,-inf,0.5934800590755835
341,Orco -/- alpha/beta vs. Orco +/+ gamma vc2,2.0,1.0,1.0,0.0
342,Orco -/- alpha/beta vs. Orco +/+ gamma vc3l,3.4,0.34428306398457464,1.765534746362977,1.0662910995524943
343,Orco -/- alpha/beta vs. Orco +/+ gamma vc3m,2.0,1.0,1.0,0.0
344,Orco -/- alpha/beta vs. Orco +/+ gamma vc4,0.625,0.03223613404578514,-0.6780719051126377,3.434667280264926
345,Orco -/- alpha/beta vs. Orco +/+ gamma vc5,1.1666666666666667,0.3618580148753417,0.22239242133644802,1.0165033681976239
346,Orco -/- alpha/beta vs. Orco +/+ gamma vl1,1.0,0.5992516255673537,0.0,0.5120736930015626
347,Orco -/- alpha/beta vs. Orco +/+ gamma vl2a,5.0,0.1886379129658553,2.321928094887362,1.6679259058364702
348,Orco -/- alpha/beta vs. Orco +/+ gamma vl2p,3.25,0.5908381076934582,1.7004397181410922,0.5262132285542578
349,Orco -/- alpha/beta vs. Orco +/+ gamma vm1,3.0,1.0,1.584962500721156,0.0
350,Orco -/- alpha/beta vs. Orco +/+ gamma vm2,0.25,0.0024571624452624794,-2.0,6.00874807234067
351,Orco -/- alpha/beta vs. Orco +/+ gamma vm3,1.0,0.5992516255673537,0.0,0.5120736930015626
352,Orco -/- alpha/beta vs. Orco +/+ gamma vm4,0.625,0.03223613404578514,-0.6780719051126377,3.434667280264926
353,Orco -/- alpha/beta vs. Orco +/+ gamma vm5d,1.1,0.14558179382275277,0.13750352374993502,1.927017193464156
354,Orco -/- alpha/beta vs. Orco +/+ gamma vm5v,2.1666666666666665,1.0,1.1154772174199359,0.0
355,Orco -/- alpha/beta vs. Orco +/+ gamma vm7d,1.5,0.732234662584853,0.5849625007211562,0.31165423909303763
356,Orco -/- alpha/beta vs. Orco +/+ gamma vm7v,1.0,0.44320560719862895,0.0,0.8137214920076389
357,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle d,1.6,0.7618605947767104,0.6780719051126377,0.27199168651949734
358,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle da1,7.5,0.061479630544791275,2.9068905956085187,2.789049369685828
359,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle da2,0.0,0.0010815577898096345,-inf,6.829352879130852
360,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle da3,0.3333333333333333,0.10480309164518509,-1.5849625007211563,2.255672007099169
361,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle da4l,0.8333333333333334,0.18330084503195493,-0.2630344058337938,1.696626514043695
362,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle da4m,0.125,0.0006716701294436503,-3.0,7.305743216765658
363,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dc1,3.7777777777777777,0.06999201824492435,1.917537839808027,2.65937406850664
364,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dc2,4.5,0.15271104359904453,2.169925001442312,1.8792077471785384
365,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dc3,5.6,0.025026952378568883,2.4854268271702415,3.6878019396984008
366,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dc4,1.2857142857142858,0.4073281807641433,0.36257007938470837,0.8981360775139084
367,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dl1,3.8,0.24907173976101962,1.925999418556223,1.390014312523536
368,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dl2d,2.5,1.0,1.3219280948873624,0.0
369,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dl2v,3.5,0.7209290150051999,1.8073549220576042,0.32721460007359726
370,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dl3,1.5,0.5741466473671749,0.5849625007211562,0.5548704320747757
371,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dl4,1.5,0.6644218709242132,0.5849625007211562,0.4088379834762239
372,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dl5,23.0,0.0008523558516936012,4.523561956057013,7.067506452026207
373,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dm1,0.7777777777777778,0.05175066700833899,-0.36257007938470825,2.961317957869693
374,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dm2,8.0,0.2767929501956873,3.0,1.2844855245091782
375,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dm3,1.25,0.4799402113316469,0.32192809488736235,0.734093742564143
376,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dm4,0.8333333333333334,0.18330084503195493,-0.2630344058337938,1.696626514043695
377,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dm5,2.25,1.0,1.1699250014423124,0.0
378,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dm6,2.0,1.0,1.0,0.0
379,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dp1l,2.3333333333333335,1.0,1.222392421336448,0.0
380,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle dp1m,7.0,0.09630798900925229,2.807354922057604,2.3402040040213787
381,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle v,0.25,0.041039398346500805,-2.0,3.193222738400067
382,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va1d,15.0,0.023606182172197655,3.9068905956085187,3.7462466448061194
383,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va1v,7.0,0.09630798900925229,2.807354922057604,2.3402040040213787
384,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va2,1.6,0.7618605947767104,0.6780719051126377,0.27199168651949734
385,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va3,3.0,0.6173834211866742,1.584962500721156,0.4822650199039099
386,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va4,0.8,0.15807052485650266,-0.3219280948873623,1.844713985692812
387,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va5,2.8,0.6159331074746222,1.4854268271702418,0.4846169131071066
388,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va6,2.4285714285714284,0.8188603743762872,1.2801079191927351,0.19984169271999222
389,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va7l,2.5,1.0,1.3219280948873624,0.0
390,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle va7m,1.0,0.16586177735430982,0.0,1.7966005040252386
391,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vc1,0.42857142857142855,0.0158003577086391,-1.222392421336448,4.147722699418207
392,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vc2,0.5,0.09236139539180212,-1.0,2.382046186426751
393,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vc3l,5.666666666666667,0.08392058212751001,2.5025003405291835,2.477884378222372
394,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vc3m,2.5,1.0,1.3219280948873624,0.0
395,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vc4,1.0,0.3023225375129329,0.0,1.1962608265091632
396,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vc5,0.875,0.09209722643096768,-0.19264507794239588,2.3849104509303856
397,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vl1,1.0,0.5992516255673537,0.0,0.5120736930015626
398,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vl2a,3.75,0.31262731935303767,1.9068905956085185,1.1627434708497386
399,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vl2p,6.5,0.15149248476224958,2.700439718141092,1.887219260792814
400,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm1,1.0,0.21432559321377082,0.0,1.5402589565976517
401,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm2,0.5,0.09236139539180212,-1.0,2.382046186426751
402,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm3,0.6666666666666666,0.3337071929943838,-0.5849625007211563,1.0974913381847684
403,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm4,0.5555555555555556,0.015910563809505562,-0.84799690655495,4.140771999830693
404,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm5d,1.375,0.4433037376635228,0.45943161863729726,0.8135001058127536
405,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm5v,3.25,0.5908381076934582,1.7004397181410922,0.5262132285542578
406,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm7d,1.0,0.21432559321377082,0.0,1.5402589565976517
407,Orco -/- alpha/beta vs. Orco +/+ gamma shuffle vm7v,0.5714285714285714,0.04284961258158117,-0.8073549220576042,3.150058675249205
408,Orco -/- alpha'/beta' vs. Orco -/- gamma d,0.5,1.0,-1.0,0.0
409,Orco -/- alpha'/beta' vs. Orco -/- gamma da1,0.3333333333333333,1.0,-1.5849625007211563,0.0
410,Orco -/- alpha'/beta' vs. Orco -/- gamma da2,0.0,0.27118644067796516,-inf,1.3049487216659417
411,Orco -/- alpha'/beta' vs. Orco -/- gamma da3,0.0,1.0,-inf,0.0
412,Orco -/- alpha'/beta' vs. Orco -/- gamma da4l,0.0,1.0,-inf,0.0
413,Orco -/- alpha'/beta' vs. Orco -/- gamma da4m,0.0,1.0,-inf,0.0
414,Orco -/- alpha'/beta' vs. Orco -/- gamma dc1,0.16666666666666666,0.661404228104769,-2.584962500721156,0.4133900857957168
415,Orco -/- alpha'/beta' vs. Orco -/- gamma dc2,0.25,1.0,-2.0,0.0
416,Orco -/- alpha'/beta' vs. Orco -/- gamma dc3,0.09090909090909091,0.15090854091380154,-3.4594316186372973,1.8910813149836583
417,Orco -/- alpha'/beta' vs. Orco -/- gamma dc4,0.0,0.5555692269832956,-inf,0.5877620566349728
418,Orco -/- alpha'/beta' vs. Orco -/- gamma dl1,0.0,1.0,-inf,0.0
419,Orco -/- alpha'/beta' vs. Orco -/- gamma dl2d,0.0,0.5555692269832956,-inf,0.5877620566349728
420,Orco -/- alpha'/beta' vs. Orco -/- gamma dl2v,0.0,0.5555692269832956,-inf,0.5877620566349728
421,Orco -/- alpha'/beta' vs. Orco -/- gamma dl3,0.5,1.0,-1.0,0.0
